year,date,parents 1,parents 2,child,sponsors 1,sponsors 2,sponsors 3,sponsors 4,sponsors 5,parent last,sponsors 1 first,sponsors 1 middle,sponsors 1 last,sponsors 2 middle,sponsors 2 last,sponsors 2 first,sponsors 3 middle,sponsors 3 last,sponsors 3 first
1715,Jan 2,Philip Wilhelm Mohr,Christina Moor,"Philipp Henrich;b Dec 28, 1714",Heinrich Mohr,Philip Launert,Anna Catharina Speickermann,,,Moor,Henrich,,Mohr,,Launert,Philip,,Speickermann,Catharina
1715,Jan 4,Johan Wilhelm Brandau,Elisabetha Brandau,Johann Fridrich b. Jan 1,Friedrich Streit,Elisabetha Krantz,,,,Brandau,Friedrich,,Streit,,Krantz,Elisabetha,,,
1715,Jan 10,Adam Hertel,Anna Margretha Hertel,Eva; Maria b. Jan 9,Friedrich Streit,Elisabetha Krantz,,,,Hertel,Friedrich,,Streit,,Krantz,Elisabetha,,,
1715,Jan 10,Vanentin Wolleben,Susanna Wolleben,"Anna; Maria Dorothea;b. Nov 19, 1714",Joseph Reichard,Carl Naher,Dorothea Caputz,,,Wolleben,Joseph,,Reichard,,Naeher,Carl,,Caputz,Dorothea
1715,Feb 22,Bernhard Luckhard,Justina Luckhard,Johann Daniel b. Feb 13,Johan Fuhrer,Daniel Destuh,,,,Luckhard,Johannes,,Fuhrer,,Tastuh,Daniel,,,
1715,Feb 26,Arnold Falck,Anna Elisabeth Falck,Gerdraut b. Feb 18,Niclaus Rau,Gerdraut Rau,,,,Falck,Niclaus,,Rau,,Rau,Gerdraut,,,
1715,Feb 26,Johan Stahl,Anna Ursula Stahl,Johan Henrich b. Feb 19,Friedrich Maul,Henrich Reiter,Anna Hartman,,,Stahl,Friedrich,,Maul,,Reuter,Henrich,,Hartman,Anna
1715,Feb 27,Philip Haupt,Gerdraut Haupt,Catharina b. Feb 18,Bernhard Noll,Bernhard Schmid,,,,Haupt,Bernhard,,Noll,,Schmid,Bernhard,,,
1715,Feb 27,Balthasar Anspach,Anna Maria Anspach,Johann Peter b. Feb 25,Johan Peter Schmid,,,,,Anstach,Johan,Peter,Schmid,,,,,,
1715,Feb 6,Johan Conrad Marten,Maria Elisabetha Marten,Johann Henrich;b. Jan 30,Hieronymus Weller,Henrich Schram,Anna Catharina Scheib,,,Marten,Hieronymus,,Weller,,Schram,Henrich,,Scheib,Catharina
1715,Feb 13,Johan Wilhelm Schneider,Anna Gerdraut Schneider,Anna; Maria b. Jan 22,Johan Plass,Anna Maria Bitzer,Maria Catharina Bitzer,,,Schneider,Johan,,Plass,Maria,Bitzer,Anna,Catharina,Bitzer,Maria
1715,Feb 13,Martin Zerb,Elisabetha Zerb,Maria; Margretha;b. Feb 3,Henrich Widerwachs,Maria Margretha Barthel,Maria Margretha Frehd,,,Zerb,Henrich,,Widerwachs,Margretha,Barthel,Maria,Margretha,Frehd,Maria
1715,Feb 13,Peter Schmid,Elisabetha Margretha Schmid,Johannes b. Jan 17,Johan Roshmann,wife of Johann Roshmann,,,,Schmid,Johan,,Roshmann,of Johann,Roshmann,wife,,,
1715,Feb 27,Martin Weidmann,Anna Ursula Weidmann,Anna; Margretha b. Feb 17,Philip Launert,wife of Philip Launert,,,,Weidmann,Philip,,Launert,of Philip,Launert,wife,,,
1715,Mar 6,Johan Reichard,Elisabeth Catharina Reichard,Johann Mattheus b. Mar 1,Johan Mattheus Jung,Sophia Horning,,,,Reichard,Johan,Matteus,Jung,,Horning,Sophia,,,
1715,Mar 13,Salomon Schutt,Anna Maria Schutt,Peter,Johan Peter Schmid,Anna Catharina Rohrbach,,,,Schutt,Johan,Peter,Schmid,Catharina,Rohrbach,Anna,,,
1715,Mar 31,Hieronymus Weller,Anna Juliana Weller,Johann Wilhelm b. Mar 26,Georg Wilhelm Kohl,Johan Henrich (Tesh) ,Anna Catharina Heil,,,Weller,Georg,Wilhelm,Kohl,Henrich (Tesh),,Johan,Catharina,Heil,Anna
1715,Apr 3,Frantz Keller,Barbara Keller,Johann Wilhelm b. Jan 31,Johan Jacob Caputzgi,wife of Johan Jacob Caputzgi,,,,Keller,Johan,Jacob,Caputzgi,of Johan Jacob,Caputzgi,wife,,,
1715,Apr 3,Johan Michael Wagel,Anna Maria Wagelin,"Johann Georg b. Nov 9, 1714",Johan Georg Brigel,,,,,Wagelin,Johan,Georg,Brigel,,,,,,
1715,Apr 3,Just Henrich Schaster,Agnes Schast,Johann Adam b. Mar 22,Johan Adam Friderich,Regina Friderich,,,,Schaster,Johan,Adam,Friderich,,Friderich,Regina,,,
1715,Apr 10,Christian Castelmann,Anna Maria Judith Castelmann,Johann Peter b. Apr 3,Johan Peter Burckhard,Andreas Ellich,,,,Castelmann,Johan,Peter,Burckhard,,Ellich,Andreas,,,
1715,Apr 14,Conrad Schauermann,Maria Salome Schauermann,Johann Emerich b. Mar 28,Johan Emerich Plass,wife of Johan Emerich Plass,,,,Schauermann,Johan,Emerich,Plass,of Johan Emerich,Plass,wife,,,
1715,Apr 18,Georg Schaster,Anna Maria Schaster,Jerg Philip b. Apr 14,Philip Cuntz,Georg Demuth,,,,Schaster,Philip,,Cuntz,,Demuth,Georg,,,
1715,Apr 18,Michael Bronk,Anna Maria Bronk,Maria; Catharina,Johan Roshmann,Maria Catharina Drum,,,,Bronk,Johan,,Roshmann,Catharina,Drum,Maria,,,
1715,Apr 18,Lazarus Dorn,Anna Margretha Dorn,Maria Barbara b. Apr 13,Conrad Schmid,Maria Barbara Heydorn,,,,Dorn,Conrad,,Schmid,Barbara,Heydorn,Maria,,,
1715,Apr 24,Johan Hess,Anna Catharina Hess,Anna; Maria b. Apr 19,,Anna Margretha Burckhard,,,,Hess,,,,Margretha,Burckhard,Anna,,,
1715,Apr 26,Niclaus Ohmich,Anna Catharina Ohmich,Anna; Maria b. Apr 22,Georg Thater,Anna Maria Thater,,,,Ohmich,Georg,,Thater,Maria,Thater,Anna,,,
1715,Jun 6,Antoni Kraemer,Gerdraut Kraemer,Johannes b. Apr 15,Johan Henrich Scharman,,,,,Kraemer,Johan,Henrich,Scharman,,,,,,
1715,Jun 26,Zacharias Hoffman,Ester Hoffman,Raunalt b. Apr 26,Andreas Ellich,Benigna Ellich,Sibylla Charlotta Kocherthal,,,Hoffman,Andreas,,Ellich,,Ellich,Benigna,,Kocherthal,Sibylla
1715,Jul 6,Johan Henrich Krantz,Anna Catharina Krantz,Maria;; Elisabetha;b. Jul 1,Johan Strauss,Maria Elisabeth Strauss,,,,Krantz,Johan,,Straub,Elisabetha,Straub,Maria,,,
1715,Jul 24,Johan Manges,Anna Eva Manges,Anna;; Elisabetha;b. Jul 21,Mattheus Schlemmer,Anna Elisabetha Becker,Peter Becker,,,Menges,Mattheus,,Schlemmer,Elisabetha,Becker,Anna,,Becker,Peter
1715,Aug 14,Johan Beranhard,Anna Beranhard,Anna;; Elisabetha;b. Jul 30,Henrich Schast,Elisabetha Hassmann,,,,Beranhard,Henrich,,Schast,,Hassmann,Elisabetha,,,
1715,Sep 9,Johan Mattheus Jung,Anna Veronica Jung,Catharina;; Elisabetha;b. Sep 2,Christoph Maul,Anna Elisabeth Jung,,Eva Catharina Manck,,Jung,Christoph,,Maul,,Jung,Elisabetha,,,
1715,Sep 18,Laurenz Henrich,Regina Henrich,Frantz b. Sep 4,Frantz Keller,Barbara Keller,,,,Henrich,Frantz,,Keller,,Keller,Barbara,,,
1715,Sep 25,Clemens Lehmann,Gerdraut Lehmann,Anna; Margretha ;b. Sep 21,Philip Muller,Anna Margretha Muller,,,,Lehmann,Philip,,Muller,Margretha,Muller,Anna,,,
1715,Oct 2,Martin Netzbacher,,Anna; Margretha ;b. Sep ?,Johan Kuhlmann,Anna Margretha Eschenreuter,,,,Netzbacher,Johan,,Kuhlmann,Margretha,Eschenreuter,Anna,,,
1715,Oct 16,Johan Peter Oberbach,Maria Christina Oberbach,Joh: Georg b. Oct 9,Georg Oberbach,Johan Wilhelm Schneider,Anna Catharina Weid,,,Oberbach,Georg,,Oberbach,Wilhelm,Schneider,Johan,Catharina,Weid,Anna
1715,Oct 16,Philip Launert,Anna Margretha Launert,Anna; Catharina ;b. Sept 24,Georg Launert,Anna Catharina Launert,,,,Launert,Georg,,Launert,Catharina,Launert,Anna,,,
1715,Oct 23,Isaac Spoor,Annika Spoor,Johann b. Sep 16,Peter Thonusen,Margaretha Thonusen,,,,Spoor,Peter,,Thonusen,,Thonusen,Margaretha,,,
1715,Oct 30,Wandel Jager,Christina Elisabeth Jager,Johann b. Oct 19,Johan Beruer,Johan Werner Schast,,,,Jager,Johan,,Beruer,Werner,Schast,Johan,,,
1715,Oct 30,Abraham Laugs,Anna Catharina Lauck,Anna; Christina b. Oct 24,Philip Wilhelm Mohr,wife of Philipp Wilhelm Mohr,,,,Lauck,Philip,Wilhelm,Mohr,of Philipp Wilhelm,Mohr,wife,,,
1715,Nov 10,Johan Planck,Maria Margretha Planck,Christian b. Nov 10,Pastor Josua Kocherthal,,,,,Planck,Pastor,Josua,Kocherthal,,,,,,
1715,Nov 13,Christian Meyer,Anna Gerdraut Meyer,Johann Peter b. Nov 5,Peter Bitzer,Johan Georg Schneider,Anna Demuth,,,Meyer,Peter,,Bitzer,Georg,Schneider,Johan,,Demuth,Anna
1715,Dec 3,Heinrich Mohr,Anna Margretha Mohr,Catharina; Elisabeth;b. Nov 26,Johan Herman Hartman,Anna Catharina Rohrbach,Anna Elisabetha Laugs,,,Moor,Johan,Herman,Hartman,Catharina,Rohrbach,Anna,Elisabetha,Laugs,Anna
1716,Jan 1,Niclaus Laux,Anna Elisabetha Laugs,"Johann Wilhelm b. Dec 30, 1715",wife of Ulrich Weinger,Johan Wilhelm Hambuch,Sebastian Spickermann,Ulrich Weinger,,Laux,wife,of Ulrich,Weinger,Wlihelm,Hambuch,Johan,,Speickermann,Sebastian
1716,Jan 8,Johan Henrich Neukirk,Anna Maria Neukirk,"Anna Benigna b. Dec 28, 1715",Veltin Frohlich,Benigna Frohlich,Sibylla Charlotta Kocherthal,,,Neukirk,Veltin,,Frohlich,,Frohlich,Benigna,,Kocherthal,Sibylla
1716,Jan 16,Peter Maurer,Anna Catharina Maurer,Johannes b. Jan 12,Reichart Backus,Elisabetha Catharina Backus,,,,Maurer,Reichart,,Backus,Catharina,Backus,Elisabetha,,,
1716,Jan 21,Henrich Sixt,Christina Sixt,"Christina;; Elisabetha;b. Nov 1, 1715;Chr. at Schoharie",Andreas Finck,Christina Fuchs,Elisabetha Sixt,,,Sixt,Andreas,,Finck,,Fuchs,Christina,,Sixt,Elisabetha
1716,Jan 21,Jacob Schneider,Anna Barbara Schneider,"Johann Henrich;b. Sep 26, 1715;Chr. at Schoharie",Henrich Sixt,Johan Christmann,Dorothea Schumacher,,,Schneider,Henrich,,Sixt,,Christmann,Johan,,Schumacher,Dorothea
1716,Jan 21,Peter Glopp,Anna Magdalena Glopp,Susanna b. Jan 1;Chr. at Schoharie,Susanna Schutz,,,,,Glopp,Susanna,,Schutz,,,,,,
1716,Jan 21,Georg Thomas,Anna Thomas,"Johann Henrich;b. Dec 4, 1715;Chr. at Schoharie",Henrich Frey,wife of Henrich Frey,,,,Thomas,Henrich,,Frey,of Henrich,Frey,wife,,,
1716,Jan 21,Adam Klein,Anna Catharina Klein,"Anna; Maria Clara;b. Sep 2, 1715;Chr. at Schoharie",Johan Peter Thomas,Georg Herchemer,Anna Maria Bander,,,Klein,Johan,Peter,Thomas,,Herchemer,Georg,Maria,Bander,Anna
1716,Jan 22,Georg Mattheus,Maria Catharina Mattheus,"Johann Jacob b. Dec 2, 1715;Chr. at Schoharie",Jacob Weber,Peter Bellinger,Anna Maria Ifland,,,Mattheus,Jacob,,Weber,,Bellinger,Peter,Maria,Ifland,Anna
1716,Jan 22,Henrich Fehling,Maria Kunigunda Fehling,Niclaus b. Jan 7;Chr. at Schoharie,Niclaus Ruhl,wife of Niclaus Ruhl,,,,Fehling,Niclaus,,Ruhl,of Niclaus,Ruhl,wife,,,
1716,Jan 22,Hartman Windecker,Barbara Elisabetha Windecker,"Johann Georg b. Oct 15, 1715;Chr. at Schoharie",Johan Georg Bander,wife of Johan Georg Bander,,,,Windecker,Johan,Georg,Bander,of Johan Georg,Bander,wife,,,
1716,Jan 22,Henrich Meyer,Anna Kunigunda Meyer,"Johann Henrich;b. Oct 30, 1715;Chr. at Schoharie",Henrich Frey,wife of Henrich Frey,,,,Meyer,Henrich,,Frey,of Henrich,Frey,wife,,,
1716,Jan 22,Johan Georg Last,Anna Last,"Anna Dorothea b. Nov 13, 1715;Chr. at Schoharie",Christian Bauch,wife of Christian Bauch,,,,Last,Christian,,Bauch,of Christian,Bauch,wife,,,
1716,Jan 22,Henrich Zoller,Anna Maria Zoller,"Anna; Maria b. Dec 29, 1715;Chr. at Schoharie",Johan Schafer,wife of Johann Schafer,,,,Zoller,Johan,,Schafer,of Johann,Schafer,wife,,,
1716,Jan 22,Johann Just Petri,Cordula Petri,"Anna; Gerdraut;b. Dec 14, 1715;Chr. at Schoharie",,Anna Gerdraut Petri,,,,Petri,,,,Gerdraut,Petri,Anna,,,
1716,Jan 22,Veltin Kuhn,Anna Catharina Kuhn,Anna; Catharina ;b. Jan 1;Chr. at Schoharie,Niclaus Feller,daughter of Niclaus Feller,,,,Kuhn,Niclaus,,Feller,of Niclaus,Feller,daughter,,,
1716,Jan 22,Johan Kestler,Anna Margretha Kestler,"Anna Catharian;b. Nov 21, 1715;Chr. at Schoharie",Johan Just Schnell,Anna Catharina Groster,,,,Kestler,Johan,Just,Schnell,Catharina,Groster,Anna,,,
1716,Jan 22,Johan Peter Feeg,Anna Maria Feeg,"Anna; Margretha;b. Dec 18, 1715;Chr. at Schoharie",Johan Georg Last,Anna Maria Feeg,,,,Feeg,Johan,Georg,Last,Maria,Feeg,Anna,,,
1716,Jan 22,Johan Moor,Elisabetha Moor,Johann Georg b. Jan 20;Chr. at Schoharie,Johan Gerog Rud,Anna Margaretha Schast,,,,Moor,Johan,Gerog,Rud,Margretha,Schast,Anna,,,
1716,Jan 22,Henrich Spohn,Anna Catharina Spohn,Johann Niclaus;b. Jan 19;Chr. at Schoharie,Johan Niclaus Wolleban,Anna Margretha Land,,,,Spohn,Johan,Niclaus,Wolleban,Margretha,Land,Anna,,,
1716,Jan 24,Johann Dietrich Laux,Maria Catharina Laugs,"Johann Adam;b. Dec 28, 1715;Chr. at Schoharie",Adam Starring,wife of Adam Starring,,,,Laux,Adam,,Starring,of Adam,Starring,wife,,,
1716,Jan 24,Leonhard Helmer,Elisabetha Helmer,"Johann Gottfrid;b. Dec 27, 1715;Chr. at Schoharie",Gottfrid Ruhl,wife of Gottfrid Ruhl,,,,Helmer,Gottfrid,,Ruhl,of Gottfrid,Ruhl,wife,,,
1716,Jan 24,Johann Ludwig Wanner,Agnes Barbara Wanner,"Johann Michael;b. Sep 27, 1715;Chr. at Schoharie",Johan Michael Itich,Maria Christina Mendes,,,,Wanner,Johan,Michael,Itich,Christina,Mendes,Maria,,,
1716,Jan 24,Martin Stupp,Catharina Stupp,Anna;; Elisabetha;b. Jan 16;Chr. at Schoharie,Johan Jacob Merckel,Elisabetha Schultheis,,,,Stupp,Johan,Jacob,Merckel,,Schultheis,Elisabetha,,,
1716,Jan 24,Henrich Jung,Anna Margretha Jung,"Johann Henrich, twin b. Jan 24;Chr. at Schoharie",Conrad Schutz,Ottilia Weber,,,,Jung,Conrad,,Schutz,,Weber,Ottilia,,,
1716,Jan 24,Henrich Jung,Anna Margretha Jung,"Anna; Margreth, twin b. Jan 24;Chr. at Schoharie",Jacob Weber,Anna Margretha Zimmerman,,,,Jung,Jacob,,Weber,Margretha,Zimmerman,Anna,,,
1716,Jan 24,Johan Adam Starring,Anna Maria Starring,"Maria; Catharina b. Sep 28, 1715;Chr. at Schoharie",Dietrich Laugs,wife of Dietrich Laugs,,,,Starring,Dietrich,,Laugs,of Dietrich,Laugs,wife,,,
1716,Jan 24,Johann Martin Seibert,Anna Maria Seibert,Jerg Adam b. Dec 14;Chr. at Schoharie,Georg Adam Ohmich,Georg Landgraft,Anna Elisabetha Landgraft,,,Seibert,Georg,Adam,Ohmich,,Landgraft,Georg,Elisabetha,Landgraft,Anna
1716,Jan 24,Johan Peter Kniestkerz,Elisabetha Barbara Kniestkerz,"Anna; Maria b. Dec 20,1715;Chr. at Schoharie",,Anna Maria Bander,,,,Kniestkerz,,,,Maria,Bander,Anna,,,
1716,Feb 12,Johann Fridrich Maul,Anna Ursula Maul,Johannes b. Feb 3,Johan Stahl,Johan Neukirk,Anna Juliana Reuter,,,Maul,Johannes,,Stahl,,Neukirk,Johan,,Reuter,Juliana
1716,Mar 4,Richart Wenn,Anna Wenn,Rebecca b. Feb 13,Arnold Falck,Anna Elisabeth Falck,,,,Wenn,Arnold,,Falck,Elisabeth,Falck,Anna,,,
1716,Mar 4,Johan Wulfen,Anna Margretha Wulfen,Anna;; Elisabetha b. Mar 1,Adam Spohn,Anna Maria Spohn,,,,Wulfen,Adam,,Spohn,Maria,Spohn,Anna,,,
1716,Mar 29,Adam Spohn,Anna Maria Spohn,Maria Eva b. Mar 23,Wilhelm Lehmann,Maria Lehmann,,,,Spohn,Wilhelm,,Lehmann,,Lehmann,Maria,,,
1716,Mar 30,Johan Niclaus Trombour,,Anna;; Elisabetha ;b. Mar 17,Arnold Falck,Anna Elisabeth Falck,,,,Trombour,Arnold,,Falck,Elisabetha,Falck,Anna,,,
1716,Apr 1,Johan Peter Aigner,Anna Margretha Aigner,Johann Fridrich b. Mar 29,Valentin Fuhrer,Friedrich Schram,Anna Maria Kuster,,,Aigner,Valentin,,Fuhrer,,Schram,Friedrich,Maria,Kuster,Anna
1716,Apr 29,Jan a Negro,Maria Catharina Zoller Negro,"Anna; Maria b. Apr 27, 1715;Illegitimate (Martinique negro, dau of Henrich, of Etzbach, district of Hachenburg)",Anna Maria Pfester,,,,,Negro,Anna,Maria,Pfester,,,,,,
1716,May 21,Johan Niclaus Michel,Anna Barbara Michel,Elisabetha; Margretha;b. May 7,Elisabetha Traut,Peter Hagedorn,Susanna Margretha Forster,,,Michel,Elisabetha,,Traut,,Hagedorn,Peter,Margretha,Forster,Susanna
1716,May 25,Dorothea Schaster,Jerg Schaster Schaster,Anna Sophia b Apr 18;Illegitimate,Andreas Ellich,Anna Sophia Ellich,,,,Schaster,Andreas,,Ellich,Sophia,Ellich,Anna,,,
1716,Jun 24,Hieronymus Scheib,Anna Catharina Scheib,Maria; Elisabeth b. Jun 18,Maria Kle,Elisabetha Herdel,Peter Becker,,,Scheib,Maria,,Kle,,Herdel,Elisabetha,,Becker,Peter
1716,Jun 24,Philip Muller,Anna Catharina Muller,Johannes b. Mar 8,Henrich Krantz,wife of Henrich Krantz,,,,Muller,Henrich,,Krantz,of Henrich,Krantz,wife,,,
1716,Jun 25,Carl Naher,Anna Constantia Naher,Johann Fridrich b. May 27,Johan Fridrich Meyer,Anna Barbara Meyer,,,,Naher,Johan,Fridrich,Meyer,Barbara,Meyer,Anna,,,
1716,Jun 15,Johan Wilhelm Simon,Anna Maria Simon,Anna;; Elisabetha b. Jun 9,David Gistler,Anna Elisabetha Schmid,,,,Simon,David,,Gistler,Elisabetha,Schmid,Anna,,,
1716,Jun 18,Jan Vosburg,Cornelia Vosburg,Jacob b. Jun 7,Peter Vosburg,Gerdraut Vosburg,,,,Vosburg,Peter,,Vosburg,,Vosburg,Gerdraut,,,
1716,Jul 27,Johan Emerich,Anna Margretha Emerich,Anna b. Jul 20,Johan Valentin Frohlich,Apollonia Frohlich,,,,Emerich,Johan,Valentin,Frohlich,,Frohlich,Apollonia,,,
1716,Jul 29,Georg Zufeld,Anna Catharina Zufeld,Anna; Margretha b. Jul 23,Bernhard Noll,Anna Margretha Reisdorst,,,,Zufeld,Bernhard,,Noll,Margretha,Reisdorst,Anna,,,
1716,Aug 5,Georg Thater,Anna Maria Thater,Maria; Magdalena b. Jul 7,Jacob Caputzgi,Anna Magdalena Caputzgi,,,,Thater,Jacob,,Caputzgi,Magdalena,Caputzgi,Anna,,,
1716,Aug 14,Johann Fridrich Coutermann,Maria Barbara Coutermann,Jacob b. Aug 12,Jacob German,Anna Catharina German,,,,Coutermann,Jacob,,German,Catharina,German,Anna,,,
1716,Sep 11,Herman Hummel,Margretha Hummel,Johann Georg b. Sep 4,Johan Georg Schneider,Anna Maria Demuth,,,,Hummel,Johan,Georg,Schneider,Maria,Demuth,Anna,,,
1716,Sep 14,Peter Sutz,Anna Margretha Cuntz,Amilia b. Sep 4,Johan Martin Burckhard,Amilia Kle,,,,Sutz,Johan,Martin,Burckhard,,Kle,Amilia,,,
1716,Sep 16,Peter Oberbach,Elisabetha Oberbach,Maria; Christina;b. Sep 11,Mattheus Schlemmer,Johan Wilhelm Schneider,Anna Christina Thomas,,,Oberbach,Mattheus,,Schlemmer,Wilhelm,Schneider,Johan,Christina,Thomas,Anna
1716,Oct 14,Andreas Frantz Coutermann,Sibylla Coutermann,Elisabetha b. Sep 20,Gerdraut Kraemer,,,,,Coutermann,Gerdraut,,Kramer,,,,,,
1716,Oct 16,Peter Becker,Anna Elisabetha Becker,Anna Juliana b. Oct 10,Anna Juliana Weller,Anna Eva Manges,Hieronymus Scheib,,,Becker,Anna,Juliana,Weller,Eva,Manges,Anna,,Scheib,Hieronymus
1716,Nov 18,Peter Gistler,Anna Lucia Gissler,Johann Georg b. Nov 9,Johan Manges,Georg Wilhelm Kohl,Anna Catharina Scheib,,,Gistler,Johan,,Manges,Wilhelm,Kohl,Georg,Catharina,Scheib,Anna
1716,Nov 25,Bernhard Luckhard,Justina Luckhard,Johann Peter b. Nov 10,Peter Burckhard,Amilia Kle,,,,Luckhard,Peter,,Burckhard,,Kle,Amilia,,,
1716,Dec 2,Mattheus Schlemmer,Anna Veronica Schlemmer,Anna;; Elisabetha b. Nov 26,Henrich Schram,Anna Juliana Weller,Elisabetha Magdalena Oberbach,,,Schlemmer,Henrich,,Schram,Juliana,Weller,Anna,Magdalena,Oberbach,Elisabetha
1716,Dec 16,Hieronymus Weller,Anna Juliana Weller,Johann Heinrich b. Dec 9,Henrich Schram,Mattheus Schlemmer,Elisabetha Oberbach,,,Weller,Henrich,,Schram,,Schlemmer,Mattheus,,Oberbach,Elisabetha
1717,Jan 6,Veltin Frohlich,Apollonia Frohlich,Johann Bernhard b. Jan 3,Johan Bernhard Luckhard,Justina Luckhard,,,,Frohlich,Johan,Bernhard,Luckhard,,Lockhard,Justina,,,
1717,Jan 7,Albrecht Dietrich Marterstock,Elisabetha Marterstock,"Daniel b. Dec 23, 1716",Daniel Destuh,Maria Barbara Destuh,,,,Marterstock,Daniel,,Destuh,Barbara,Destuh,Maria,,,
1717,Jan 7,Friedrich Merckel,Anna Barbara Merckel,"Eva b. Dec 21, 1716",Eva Muller,,,,,Merckel,Eva,,Muller,,,,,,
1717,Feb 10,Philip Klumm,Veronica Klumm,Anna; Margretha b. Feb 1,Philip Mohr,Anna Catharina Lutt,Anna Margretha Dolest,,,Klumm,Philip,,Mohr,Catharina,Lutt,Anna,Margretha,Dolest,Anna
1717,Feb 24,Cornelius Warmer Alicken,,Johannes b. Feb 8,Jan Warmer,wife of Jan Warmer,,,,Alicken,Jan,,Warmer,of Jan,Warmer,wife,,,
1717,Apr 14,Herman Segendorst,Maria Catharina Segendorst,Johann Georg b. Apr 4,Johan Henrich Conrad,Johan Georg Launert,Margaretha Schneider,,,Segendorst,Johan,Henrich,Conrad,Georg,Launert,Johan,,Schneider,Margaretha
1717,Apr 29,Johan Leick,Maria Barbara Leick,Anna; Catharina b. Apr 7,Johan Hainor,Anna Catharina Hainor,,,,Leick,Johan,,Hainor,Catharina,Hainor,Anna,,,
1717,Apr 28,Adam Eckhard,Anna Eckhard,Johann Peter b. Apr 19,Johan Peter Dopf,Anna Catharina Dippel,,,,Eckhard,Johan,Peter,Dopf,Catharina,Dippel,Anna,,,
1717,May 19,Johan Strauss,Maria Elisabeth Strauss,Johann Jacob b. May 14,Jacob Schumacher,wife of Jacob Schumacher,,,,Straup,Jacob,,Schumacher,of Jacob,Schumacher,wife,,,
1717,Jun 6,Johan Georg Hohn,Veronica Hohn,Johann b. Feb 8 Chr. at Schoharie,Johan Cast,,,,,Hohn,Johan,,Cast,,,,,,
1717,Jun 6,Johan Kestler,Anna Margretha Kestler,Johann b. Feb 5 Chr. at Schoharie,Johan Muller,Gerdraut Hettmann,,,,Kestler,Johan,,Muller,,Hettmann,Gerdraut,,,
1717,Jun 6,Jacob Bosshaar,Anna Catharina Bosshaar,Johann Georg b. Mar 17 Chr. at Schoharie,Johan Georg Stump,wife of Johan George Stump,,,,Bosshaar,Johan,George,Stump,of Johan George,Stump,wife,,,
1717,Jun 6,Georg Dachstetter,Anna Elisabetha Dachstetter,Johann Fridrich b. May 14 Chr. at Schoharie,Friedrich Schast,wife of Fridrich Schast,,,,Dachstetter,Friedrich,,Schast,of Fridrich,Schast,wife,,,
1717,Jun 6,Theobald Jung,Maria Catharina Jung,Johann Adam b. May 17 Chr. at Schoharie,Johan Just Laugs,Johan Adam Kopp,Catharina Frey,,,Jung,Johan,Just,Laugs,Adam,Kopp,Johan,,Frey,Catharina
1717,Jun 6,Henrich Sixt,Christina Sixt,Gerdraut b. Apr 16 Chr. at Schoharie,Georg Seybold,Gerdraut Christmann,Gerdraut Hettmann,,,Sixt,Georg,,Seybold,,Christmann,Gerdraut,,Hettmann,Gerdraut
1717,Jun 6,Joseph Savoy,Anna Elisabetha Savoy,Anna; Elisabeth b. Apr 19 Chr. at Schoharie,Johan Michel Meyer,Anna Elisabeth Sixt,,,,Savoy,Johan,Michel,Meyer,Elisabeth,Sixt,Anna,,,
1717,Jun 6,Johan Leer,Sibylla Catharina Leer,Ottilla Helena b. May 9 Chr. at Schoharie,Johan Adam Wallrath,Magdalena Eckhard,Ottilia Curring,,,Leer,Johan,Adam,Wallrath,,Eckhard,Magdalena,,Curring,Ottilia
1717,Jun 6,Georg Mattheus,Maria Catharina Mattheus,Conrad b. May 10 Chr. at Schoharie,Conrad Schutz,Anna Maria Bell,Conrad Weisser,,,Mattheus,Conrad,,Schutz,Maria,Bell,Anna,,Weisser,Conrad
1717,Jun 7,Johan Peter Kniestkerz,Elisabetha Barbara Kniestkerz,Johann Gottfrid b. Apr 26 Chr. at Schoharie,Johan Gottfridler,wife of Johan Gottfridler,,,,Kniestkerz,Johan,,Gottfridler,of Johan,Gottfridler,wife,,,
1717,Jun 7,Bertram Euders,Maria Christina Euders,Johann Wilhelm b. May 11 Chr. at Schoharie,Georg Bander,Johan Wilhelm Schost,Elisabetha Fidler,,,Euders,Georg,,Bander,Wilhelm,Schost,Johan,,Fidler,Elisabetha
1717,Jun 7,Georg Hauck,Anna Elisabetha Hauck,Anna; Margretha b. Mar 17 Chr. at Schoharie,Johan Kramer,wife of Johann Kramer,,,,Hauck,Johan,,Kramer,of Johann,Kramer,wife,,,
1717,Jun 7,Johan Hess,Anna Catharina Hess,Anna; Catharina b. Mar 25 Chr. at Schoharie,,Anna Catharina Conrad,,,,Hess,,,,Catharina,Conrad,Anna,,,
1717,Jun 7,Ludwig Wanner,Anna Barbara Wanner,Maria Dorothea b. Mar 23 Chr. at Schoharie,Maria Dorothea Stohl,,,,,Wanner,Maria,Dorothea,Stohl,,,,,,
1717,Jun 9,Johan Schaster,Anna Maria Schaster,Johann b. Jun 4 Chr. at Schoharie,Johan Zoller,wife of Johann Zoller,,,,Schaster,Johan,,Zoller,of Johann,Zoller,wife,,,
1717,Jun 9,Niclaus Ruhl,Anna Dorothea Margreth Ruhl,Anna; Catharina b. May 25 Chr. at Schoharie,Johan Zoller,wife of Johann Zoller,,,,Ruhl,Johan,,Zoller,of Johann,Zoller,wife,,,
